Provider Number,Hospital Name,Address 1,City
440039,VANDERBILT UNIVERSITY HOSPITAL,1161 21ST AVENUE SOUTH,NASHVILLE
440040,PERRY COMMUNITY HOSPITAL,2718 SQUIRREL HOLLOW DRIVE,LINDEN
440046,HORIZON MEDICAL CENTER,111 HIGHWAY 70 EAST,DICKSON
440047,GIBSON GENERAL HOSPITAL,200 HOSPITAL DR,TRENTON
440048,BAPTIST MEMORIAL HOSPITAL,6019 WALNUT GROVE ROAD,MEMPHIS
440049,METHODIST HEALTHCARE MEMPHIS HOSPITALS,1265 UNION AVE SUITE 700,MEMPHIS
440050,TAKOMA REGIONAL HOSPITAL,401 TAKOMA AVE,GREENEVILLE
440051,MCNAIRY REGIONAL HOSPITAL,705 E POPLAR AVE,SELMER
440053,MIDDLE TENNESSEE MEDICAL CENTER INC,1700 MEDICAL CENTER PARKWAY,MURFREESBORO
440054,WOODS MEMORIAL HOSPITAL,886 HIGHWAY 411 NORTH,ETOWAH
440056,TENNOVA HEALTHCARE-JEFFERSON MEMORIAL HOSPITAL,110 HOSPITAL DRIVE,JEFFERSON CITY
440057,CLAIBORNE COUNTY HOSPITAL,1850 OLD KNOXVILLE HIGHWAY,TAZEWELL
440058,SOUTHERN TENNESSEE MEDICAL CENTER,185 HOSPITAL ROAD,WINCHESTER
440059,COOKEVILLE REGIONAL MEDICAL CENTER,1 MEDICAL CENTER BOULEVARD,COOKEVILLE
440060,MILAN GENERAL HOSPITAL,4039 HIGHLAND ST,MILAN
440061,VOLUNTEER COMMUNITY HOSPITAL,161 MOUNT PELIA RD,MARTIN
440063,JOHNSON CITY MEDICAL CENTER,400 N STATE OF FRANKLIN RD,JOHNSON CITY
440064,GRANDVIEW MEDICAL CENTER,1000 HIGHWAY 28,JASPER
440065,NORTHCREST MEDICAL CENTER,100 NORTHCREST DRIVE,SPRINGFIELD
440067,LAKEWAY REGIONAL HOSPITAL,726 MCFARLAND ST,MORRISTOWN
440068,ATHENS REGIONAL MEDICAL CENTER,1114 W MADISON AVE,ATHENS
440070,DECATUR COUNTY GENERAL HOSPITAL,969 TENNESSEE AVE S,PARSONS
440072,DYERSBURG REGIONAL MEDICAL CENTER,400 TICKLE ST,DYERSBURG
440073,MAURY REGIONAL HOSPITAL,1224 TROTWOOD AVE,COLUMBIA
440081,LECONTE MEDICAL CENTER,742 MIDDLECREEK ROAD,SEVIERVILLE
440082,ST THOMAS HOSPITAL,"4220 HARDING RD, PO BOX 380",NASHVILLE
440083,JAMESTOWN REGIONAL MEDICAL CENTER,436 CENTRAL AVENUE WEST,JAMESTOWN
440084,SWEETWATER HOSPITAL ASSOCIATION,304 WRIGHT ST,SWEETWATER
440091,"MEMORIAL HEALTHCARE SYSTEM, INC",2525 DESALES AVE,CHATTANOOGA
440102,LINCOLN MEDICAL CENTER,106 MEDICAL CENTER BLVD,FAYETTEVILLE
440104,ERLANGER MEDICAL CENTER,975 E 3RD ST,CHATTANOOGA
440109,HARDIN MEDICAL CENTER,935 WAYNE ROAD,SAVANNAH
440110,FORT LOUDOUN MEDICAL CENTER,550 FORT LOUDOUN MEDICAL CENTER DR,LENOIR CITY
440111,METRO NASHVILLE GENERAL HOSPITAL,1818 ALBION STREET,NASHVILLE
440115,HUMBOLDT GENERAL HOSPITAL INC,3525 CHERE CAROL RD,HUMBOLDT
440120,TENNOVA HEALTHCARE,900 EAST OAK HILL AVENUE,KNOXVILLE
440125,FORT SANDERS REGIONAL MEDICAL CENTER,1901 W CLINCH AVE,KNOXVILLE
440130,BAPTIST MEMORIAL HOSPITAL UNION CITY,"1201 BISHOP ST, PO BOX 310",UNION CITY
440131,BAPTIST MEMORIAL HOSPITAL TIPTON,1995 HIGHWAY 51 S,COVINGTON
440132,HENRY COUNTY MEDICAL CENTER,301 TYSON AV,PARIS
440133,BAPTIST HOSPITAL,2000 CHURCH ST,NASHVILLE
440137,HERITAGE MEDICAL CENTER,2835 HWY 231 N,SHELBYVILLE
44013F,MEMPHIS VA MEDICAL CENTER,1030 JEFFERSON AVENUE,MEMPHIS                       
440141,CUMBERLAND RIVER HOSPITAL,100 OLD JEFFERSON ST,CELINA
440144,HARTON REGIONAL MEDICAL CENTER,1801 N JACKSON ST BOX 460,TULLAHOMA
440147,BAPTIST REHABILITATION GERMANTOWN,2100 EXETER ROAD,GERMANTOWN
440148,STONES RIVER HOSPITAL AND DEKALB COMMUNITY HOSP,520 W MAIN ST,SMITHVILLE
440150,SUMMIT MEDICAL CENTER,5655 FRIST BLVD,HERMITAGE
440151,RIVER PARK HOSPITAL,1559 SPARTA STREET,MC MINNVILLE
440152,REGIONAL MEDICAL CENTER AT MEMPHIS,877 JEFFERSON AVENUE,MEMPHIS
440153,TENNOVA HEALTHCARE-NEWPORT MEDICAL CENTER,435 2ND ST,NEWPORT
440156,PARKRIDGE MEDICAL CENTER,2333 MCCALLIE AVE,CHATTANOOGA
440159,DELTA MEDICAL CENTER,3000 GETWELL RD,MEMPHIS
440161,CENTENNIAL MEDICAL CENTER,2300 PATTERSON STREET,NASHVILLE
440162,HEALTHSOUTH CHATTANOOGA REHAB HOSPITAL,2412 MCCALLIE AVE,CHATTANOOGA
440168,METHODIST HEALTHCARE FAYETTE HOSPITAL,214 LAKEVIEW RD,SOMERVILLE
44016F,MOUNTAIN HOME VA MEDICAL CENTER,SIDNEY & LAMONT STREETS,MOUNTAIN HOME                 
440173,PARKWEST MEDICAL CENTER,9352 PARK WEST BLVD,KNOXVILLE
440174,HAYWOOD PARK COMMUNITY HOSPITAL,2545 N WASHINGTON AVE,BROWNSVILLE
440175,CROCKETT HOSPITAL,HWY 43 S BOX 847,LAWRENCEBURG
440176,INDIAN PATH MEDICAL CENTER,2000 BROOKSIDE DR,KINGSPORT
440180,JELLICO COMMUNITY HOSPITAL,188 HOSPITAL LANE,JELLICO
440181,BOLIVAR GENERAL HOSPITAL,650 NUCKOLLS ROAD,BOLIVAR
440182,MCKENZIE REGIONAL HOSPITAL,161 HOSPITAL DRIVE,MC KENZIE
440183,ST FRANCIS HOSPITAL,5959 PARK AVE,MEMPHIS
440184,FRANKLIN WOODS COMMUNITY HOSPITAL,401 PRINCETON RD,JOHNSON CITY
440185,SKYRIDGE MEDICAL CENTER,2305 CHAMBLISS AVE NW,CLEVELAND
440186,RIVERVIEW REGIONAL MEDICAL CENTER NORTH,158 HOSPITAL DRIVE,CARTHAGE
440187,LIVINGSTON REGIONAL HOSPITAL,315 OAK ST BOX 550,LIVINGSTON
440189,REGIONAL HOSPITAL OF JACKSON,367 HOSPITAL BLVD,JACKSON
44018F,VA MIDDLE TENNESSEE HEALTHCARE SYSTEM,1310 24TH AVENUE SOUTH,NASHVILLE                     
440192,WHITE COUNTY COMMUNITY HOSPITAL,401 SEWELL DR,SPARTA
440193,UNIVERSITY MEDICAL CENTER,1411 BADDOUR PARKWAY,LEBANON
440194,HENDERSONVILLE MEDICAL CENTER,355 NEW SHACKLE ISLAND RD,HENDERSONVILLE
440197,SOUTHERN HILLS MEDICAL CTR,391 WALLACE RD,NASHVILLE
440200,STONES RIVER HOSPITAL & DEKALB COMMUNITY HOSPITAL,324 DOOLITTLE ROAD,WOODBURY
440218,THE CENTER FOR SPINAL SURGERY,2011 MURPHY AVENUE,NASHVILLE
440227,STONECREST MEDICAL CENTER,200 STONECREST BOULEVARD,SMYRNA
440228,SAINT FRANCIS BARTLETT MEDICAL CENTER,2986 KATE BOND RD,BARTLETT
441300,HICKMAN COMMUNITY HEALTH SERVICES,135 EAST SWAN STREET,CENTERVILLE
441301,TROUSDALE MEDICAL CENTER,500 CHURCH STREET,HARTSVILLE
441304,JOHNSON COUNTY COMMUNITY HOSPITAL,1901 S SHADY ST,MOUNTAIN CITY                 
441305,MACON COUNTY GENERAL HOSPITAL,204 MEDICAL DRIVE,LAFAYETTE
441307,RIVERVIEW REGIONAL MEDICAL CENTER SOUTH,130 LEBANON HIGHWAY,CARTHAGE
441308,MEDICAL CENTER OF MANCHESTER,481 INTERSTATE DRIVE,MANCHESTER
441309,MARSHALL MEDICAL CENTER,1080 NORTH ELLINGTON PARKWAY,LEWISBURG
441310,RHEA MEDICAL CENTER,9400 RHEA COUNTY HIGHWAY,DAYTON
441311,CENTENNIAL MEDICAL CENTER OF ASHLAND CITY,313 NORTH MAIN ST,ASHLAND CITY
441312,PATIENTS' CHOICE MEDICAL CENTER OF ERIN,302 EAST MAIN STREET,ERIN
441313,WELLMONT HANCOCK COUNTY HOSPITAL,1517 MAIN STREET HWY 33,SNEEDVILLE
441314,LAUDERDALE COMMUNITY HOSPITAL,326 ASBURY AVENUE,RIPLEY
441315,COPPER BASIN MEDICAL CENTER,HIGHWAY 68,COPPERHILL
441316,CAMDEN GENERAL HOSPITAL,175 HOSPITAL DRIVE,CAMDEN
441317,SCOTT COUNTY HOSPITAL,18797 ALBERTA AVENUE,ONEIDA
450002,PROVIDENCE MEMORIAL HOSPITAL,2001 N OREGON ST,EL PASO
450005,MEMORIAL HERMANN BAPTIST ORANGE HOSPITAL,608 STRICKLAND DRIVE,ORANGE
450007,PETERSON REGIONAL MEDICAL CENTER,551 HILL COUNTRY DRIVE,KERRVILLE
450008,CHILDREN'S HOSPITAL -SCOTT & WHITE HEALTHCARE,1901 SW H K DODGEN LOOP,TEMPLE
450010,UNITED REGIONAL HEALTH CARE SYSTEM,1600 11TH STREET,WICHITA FALLS
450011,ST JOSEPH REGIONAL HEALTH CENTER,2801 FRANCISCAN DR,BRYAN
450015,PARKLAND HEALTH AND HOSPITAL SYSTEM,5201 HARRY HINES BLVD,DALLAS
450018,UNIVERSITY OF TEXAS MEDICAL BRANCH GAL,301 UNIVERSITY BOULEVARD,GALVESTON
450021,BAYLOR UNIVERSITY MEDICAL CENTER,3500 GASTON AVE,DALLAS
450023,CITIZENS MEDICAL CENTER,2701 HOSPITAL DRIVE,VICTORIA
450024,UNIVERSITY MEDICAL CENTER OF EL PASO,4815 ALAMEDA AVE,EL PASO
450028,"VHS BROWNSVILLE HOSPITAL COMPANY, LLC",1040 W JEFFERSON ST,BROWNSVILLE
450029,LAREDO MEDICAL CENTER,1700 EAST SAUNDERS,LAREDO
450032,GOOD SHEPHERD MEDICAL CENTER MARSHALL,811 S WASHINGTON,MARSHALL
450033,VHS HARLINGEN HOSPITAL COMPANY LLC,2101 PEASE ST,HARLINGEN
450034,CHRISTUS HOSPITAL,2830 CALDER AVENUE,BEAUMONT
450035,ST JOSEPH MEDICAL CENTER,1401 ST. JOSEPH PARKWAY,HOUSTON
450037,GOOD SHEPHERD MEDICAL CENTER,700 EAST MARSHALL AVENUE,LONGVIEW
450039,JPS HEALTH NETWORK,1500 S MAIN ST,FORT WORTH
450040,COVENANT MEDICAL CENTER,3615 19TH STREET,LUBBOCK
450042,PROVIDENCE HEALTH CENTER,6901 MEDICAL PARKWAY,WACO
450044,UT SOUTHWESTERN UNIVERSITY HOSPITAL,5909 HARRY HINES BLVD,DALLAS
450046,CHRISTUS SPOHN HOSPITAL CORPUS CHRISTI,600 ELIZABETH STREET,CORPUS CHRISTI
450051,METHODIST DALLAS MEDICAL CENTER,1441 NORTH BECKLEY AVENUE,DALLAS
450052,GOODALL WITCHER HOSPITAL,101 S AVE T,CLIFTON
450054,SCOTT & WHITE MEMORIAL HOSPITAL,2401 31ST ST,TEMPLE
450055,ROLLING PLAINS MEMORIAL HOSPITAL,200 E ARIZONA,SWEETWATER
450056,SETON MEDICAL CENTER AUSTIN,1201 W 38TH ST,AUSTIN
450058,BAPTIST MEDICAL CENTER,111 DALLAS STREET,SAN ANTONIO
450064,TEXAS HEALTH ARLINGTON MEMORIAL HOSPITAL,800 W RANDOL MILL RD,ARLINGTON
450068,MEMORIAL HERMANN TEXAS MEDICAL CENTER,6411 FANNIN,HOUSTON
450072,BRAZOSPORT REGIONAL HEALTH SYSTEM,100 MEDICAL DRIVE,LAKE JACKSON
450073,COGDELL MEMORIAL HOSPITAL,1700 COGDELL BLVD,SNYDER
450078,ANSON GENERAL HOSPITAL,101 AVENUE J,ANSON
450079,BAYLOR MEDICAL CENTER AT IRVING,1901 N MACARTHUR BLVD,IRVING
450080,TITUS REGIONAL MEDICAL CENTER,2001 N JEFFERSON,MOUNT PLEASANT
450082,CHRISTUS SPOHN HOSPITAL BEEVILLE,1500 E HOUSTON HWY,BEEVILLE
450083,EAST TEXAS MEDICAL CENTER,1000 SOUTH BECKHAM STREET,TYLER
450085,GRAHAM REGIONAL MEDICAL CENTER,1301 MONTGOMERY ROAD,GRAHAM
450087,NORTH HILLS HOSPITAL,4401 BOOTH CALLOWAY ROAD,NORTH RICHLAND HILLS
450090,NORTH TEXAS MEDICAL CENTER,1900 HOSPITAL BLVD,GAINESVILLE
450092,FORT DUNCAN MEDICAL CENTER,3333 N FOSTER MALDONADO BLVD,EAGLE PASS
450097,BAYSHORE MEDICAL CENTER,4000 SPENCER HWY,PASADENA
450099,PAMPA REGIONAL MEDICAL CENTER,1 MEDICAL PLAZA,PAMPA
450101,HILLCREST BAPTIST MEDICAL CENTER,100 HILLCREST MEDICAL BLVD,WACO
450102,MOTHER FRANCES HOSPITAL,800 EAST DAWSON,TYLER
450104,GUADALUPE REGIONAL MEDICAL CENTER,1215 E COURT ST,SEGUIN
450107,LAS PALMAS MEDICAL CENTER,1801 NORTH OREGON STREET,EL PASO
450108,CONNALLY MEMORIAL MEDICAL CENTER,499 10TH STREET,FLORESVILLE
450119,SOUTH TEXAS HEALTH SYSTEM,1102 W TRENTON ROAD,EDINBURG
450123,RENAISSANCE HOSPITAL GROVES,5500 39TH ST,GROVES
450124,UNIVERSITY MEDICAL CENTER AT BRACKENRIDGE,601 E 15TH STREET,AUSTIN
450128,KNAPP MEDICAL CENTER,1401 EAST EIGHT STREET,WESLACO
450130,NIX HEALTH CARE SYSTEM,"414 NAVARRO, SUITE 600",SAN ANTONIO
450132,MEDICAL CENTER HOSPITAL,500 W 4TH STREET,ODESSA
450133,MIDLAND MEMORIAL HOSPITAL,2200 WEST ILLINOIS AVE,MIDLAND
450135,TEXAS HEALTH HARRIS METHODIST FORT WORTH,1301 PENNSYLVANIA AVENUE,FORT WORTH
450137,BAYLOR ALL SAINTS MEDICAL CENTER AT FW,1400 EIGHTH AVE,FORT WORTH
450143,SETON SMITHVILLE REGIONAL HOSPITAL,800 EAST HIGHWAY 71,SMITHVILLE
450144,PERMIAN REGIONAL MEDICAL CENTER ANDREWS COUNTY HO,720 HOSPITAL DRIVE,ANDREWS
450147,DETAR HOSPITAL NAVARRO,506 E SAN ANTONIO ST,VICTORIA
450148,TEXAS HEALTH HARRIS METHODIST HOSPITAL CLEBURNE,201 WALLS DRIVE,CLEBURNE
450152,METROPLEX HOSPITAL,2201 S CLEAR CREEK ROAD,KILLEEN
450154,VAL VERDE REGIONAL MEDICAL CENTER,801 BEDELL AVE,DEL RIO
450155,HEREFORD REGIONAL MEDICAL CENTER,801 EAST THIRD,HEREFORD
450162,GRACE MEDICAL CENTER,2412 50TH ST,LUBBOCK
450163,CHRISTUS SPOHN HOSPITAL KLEBERG,1311 EAST GENERAL CAVAZOS BLVD,KINGSVILLE
450165,SOUTH TEXAS REGIONAL MEDICAL CENTER,1905 HWY 97 EAST,JOURDANTON
450176,MISSION REGIONAL MEDICAL CENTER,900 SOUTH BRYAN ROAD,MISSION
450177,UVALDE MEMORIAL HOSPITAL,1025 GARNER FIELD ROAD,UVALDE
450178,PECOS COUNTY MEMORIAL HOSPITAL,387 WEST I 10,FORT STOCKTON
450184,MEMORIAL HERMANN HOSPITAL SYSTEM,1635  NORTH LOOP WEST,HOUSTON
450187,TRINITY MEDICAL CENTER,700 MEDICAL PARKWAY,BRENHAM
450188,ETMC CLARKSVILLE,3000 W MAIN ST,CLARKSVILLE
450192,HILL REGIONAL HOSPITAL,101 CIRCLE DRIVE,HILLSBORO
450193,ST LUKES EPISCOPAL HOSPITAL,6720 BERTNER,HOUSTON
450194,EAST TEXAS MEDICAL CENTER JACKSONVILLE,501 S RAGSDALE,JACKSONVILLE
450196,PARIS REGIONAL MEDICAL CENTER,820 CLARKSVILLE ST,PARIS
450200,WADLEY REGIONAL MEDICAL CENTER,1000 PINE STREET,TEXARKANA
450203,WEATHERFORD REGIONAL MEDICAL CENTER,713 E ANDERSON ST,WEATHERFORD
450209,NORTHWEST TEXAS HOSPITAL,1501 COULTER ROAD,AMARILLO
450210,ETMC CARTHAGE,409 WEST COTTAGE,CARTHAGE
450211,MEMORIAL HEALTH SYSTEM OF EAST TEXAS- LUFKIN,1201 WEST FRANK STREET,LUFKIN
450213,UNIVERSITY HEALTH SYSTEM,4502 MEDICAL DR,SAN ANTONIO
450214,GULF COAST MEDICAL CENTER,10141 US 59 NORTH,WHARTON
450219,SCOTT & WHITE HOSPITAL-LLANO,200 W OLLIE,LLANO
450221,MOORE COUNTY HOSPITAL DISTRICT,224 E SECOND STREET,DUMAS
450222,CONROE REGIONAL MEDICAL CENTER,504 MEDICAL CENTER BLVD,CONROE
450229,HENDRICK MEDICAL CENTER,1900 PINE,ABILENE
450231,BAPTIST ST ANTHONYS HEALTH SYSTEM-BAPTIST CAMPUS,1600 WALLACE BLVD,AMARILLO
450234,COMANCHE COUNTY MEDICAL CENTER,10201 HWY 16,COMANCHE
450235,MEMORIAL HOSPITAL,1110 NORTH SARAH DEWITT DRIVE,GONZALES
450236,HOPKINS COUNTY MEMORIAL HOSPITAL,115 AIRPORT RD,SULPHUR SPRINGS
450237,CHRISTUS SANTA ROSA HOSPITAL,333 N SANTA ROSA STREET,SAN ANTONIO
450241,FAITH COMMUNITY HOSPITAL,717 MAGNOLIA ST,JACKSBORO
450243,HAMLIN MEMORIAL HOSPITAL,632 N W SECOND STREET,HAMLIN
450253,BELLVILLE GENERAL HOSPITAL,44 N CUMMINGS,BELLVILLE
450270,LAKE WHITNEY MEDICAL CENTER,200 N SAN JACINTO STREET,WHITNEY
450271,WISE REGIONAL HEALTH SYSTEM,609 MEDICAL CENTER DRIVE,DECATUR
450272,CENTRAL TEXAS MEDICAL CENTER,1301 WONDER WORLD DRIVE,SAN MARCOS
450280,BAYLOR MEDICAL CENTER AT GARLAND,2300 MARIE CURIE DRIVE,GARLAND
450283,COZBY-GERMANY HOSPITAL,707 N WALDRIP,GRAND SALINE
450289,HARRIS COUNTY HOSPITAL DISTRICT,2525 HOLLY HALL,HOUSTON
450292,TEXAS HEALTH PRESBYTERIAN HOSPITAL KAUFMAN,850 ED HALL,KAUFMAN
450293,FRIO REGIONAL HOSPITAL,200 S IH 35,PEARSALL
450296,CLEVELAND REGIONAL MEDICAL CTR,300 E CROCKETT,CLEVELAND
450299,COLLEGE STATION MEDICAL CENTER,1604 ROCK PRAIRIE ROAD,COLLEGE STATION
450306,STAMFORD MEMORIAL HOSPITAL,1601 COLUMBIA STREET,STAMFORD
450315,VISTA HOSPITAL OF DALLAS,2696 WEST WALNUT STREET,GARLAND
450324,TEXOMA MEDICAL CENTER,5016 S US HIGHWAY 75,DENISON
450330,OAKBEND MEDICAL CENTER,1705 JACKSON ST,RICHMOND
450340,SAN ANGELO COMMUNITY MEDICAL CENTER,3501 KNICKERBOCKER ROAD,SAN ANGELO
450346,MEMORIAL HERMANN BAPTIST BEAUMONT HOSPITAL,3080 COLLEGE STREET,BEAUMONT
450347,HUNTSVILLE MEMORIAL HOSPITAL,110 MEMORIAL HOSPITAL DRIVE,HUNTSVILLE
450348,FALLS COMMUNITY HOSPITAL AND CLINIC,322 COLEMAN STREET,MARLIN
450351,TEXAS HEALTH HARRIS METHODIST HOSPITAL STEPHENVILL,411 N BELKNAP ST,STEPHENVILLE
450352,HUNT REGIONAL MEDICAL CENTER,4215 JOE RAMSEY BLVD,GREENVILLE
450358,"METHODIST HOSPITAL,THE",6565 FANNIN,HOUSTON
450369,CHILDRESS REGIONAL MEDICAL CENTER,HWY 83 NORTH,CHILDRESS
450370,COLUMBUS COMMUNITY HOSPITAL,110 SHULT DR,COLUMBUS
450372,BAYLOR MEDICAL CENTER AT WAXAHACHIE,1405 W JEFFERSON ST,WAXAHACHIE
450373,EAST TEXAS MEDICAL CENTER MOUNT VERNON,500 S STATE HWY 37,MOUNT VERNON
450379,DALLAS MEDICAL CENTER,7 MEDICAL PARKWAY,DALLAS
450388,METHODIST HOSPITAL,7700 FLOYD CURL DR,SAN ANTONIO
450389,EAST TEXAS MEDICAL CENTER ATHENS,2000 SOUTH PALESTINE,ATHENS
450395,MEMORIAL MEDICAL CENTER LIVINGSTON,1717 HWY 59 BYPASS,LIVINGSTON
450399,BROWNFIELD REGIONAL MEDICAL CENTER,705 EAST FELT STREET,BROWNFIELD
450400,PARKVIEW REGIONAL HOSPITAL,600 SOUTH BONHAM STREET,MEXIA
450403,MEDICAL CENTER OF MCKINNEY,4500 MEDICAL CENTER DRIVE,MCKINNEY
450411,EASTLAND MEMORIAL HOSPITAL,304 S DAUGHERTY,EASTLAND
450419,TEXAS HEALTH HARRIS METHODIST HOSPITAL AZLE,108 DENVER TRAIL,AZLE
450422,BAYLOR MEDICAL CENTER AT UPTOWN,2727 EAST LEMMON AVENUE BUILDING I,DALLAS
450424,SAN JACINTO METHODIST HOSPITAL,4401 GARTH ROAD,BAYTOWN
450431,ST DAVIDS MEDICAL CENTER,919 E 32ND ST,AUSTIN
450438,COLORADO FAYETTE MEDICAL CENTER,400 YOUENS DRIVE,WEIMAR
450446,RIVERSIDE GENERAL HOSPITAL,3204 ENNIS ST,HOUSTON
450447,NAVARRO REGIONAL HOSPITAL,3201 WEST HIGHWAY 22,CORSICANA
450451,GLEN ROSE MEDICAL CENTER,1021 HOLDEN STREET,GLEN ROSE
450460,TYLER COUNTY HOSPITAL,1100 WEST BLUFF,WOODVILLE
450462,TEXAS HEALTH PRESBYTERIAN HOSPITAL  DALLAS,8200 WALNUT HILL LANE,DALLAS
450465,MATAGORDA REGIONAL MEDICAL CENTER,104 7TH STREET,BAY CITY
450469,TEXAS HEALTH PRESBYTERIAN HOSPITAL-WNJ,500 N HIGHLAND AVENUE,SHERMAN
450475,ETMC HENDERSON,300 WILSON STREET,HENDERSON
450484,WOODLAND HEIGHTS MEDICAL CENTER,505 SOUTH JOHN REDDITT DRIVE,LUFKIN
450488,ALLEGIANCE SPECIALTY HOSPITAL OF KILGORE,1612 SOUTH HENDERSON BLVD,KILGORE
450489,MEDICAL ARTS HOSPITAL,2200 N BRYAN AVE,LAMESA
450497,BOWIE MEMORIAL HOSPITAL,705 EAST GREENWOOD AV,BOWIE
450498,STEPHENS MEMORIAL HOSPITAL,200 SOUTH GENEVA,BRECKENRIDGE
450508,MEMORIAL HOSPITAL,1204 MOUND ST,NACOGDOCHES
450518,THE MEDICAL CENTER OF SOUTHEAST TEXAS,2555 JIMMY JOHNSON BLVD,PORT ARTHUR
450530,MAINLAND MEDICAL CENTER,6801 EMMETT LOWRY EXPRESSWAY,TEXAS CITY
450537,METHODIST RICHARDSON MEDICAL CENTER,401 W CAMPBELL RD,RICHARDSON
450539,COVENANT HOSPITAL PLAINVIEW,2601 DIMMITT RD,PLAINVIEW
450558,ABILENE REGIONAL MEDICAL CENTER,6250 HWY 83/84,ABILENE
450563,BAYLOR REGIONAL MEDICAL CENTER AT GRAPEVINE,1650 W COLLEGE ST,GRAPEVINE
450565,PALO PINTO GENERAL HOSPITAL,400 SOUTHWEST 25 AVE,MINERAL WELLS
450571,SHANNON MEDICAL CENTER,120 EAST HARRIS AVENUE,SAN ANGELO
450573,CHRISTUS JASPER MEMORIAL HOSPITAL,1275 MARVIN HANCOCK DRIVE,JASPER
450578,HEMPHILL COUNTY HOSPITAL,1020 S 4TH ST,CANADIAN
450580,EAST TEXAS MEDICAL CENTER CROCKETT,1100 LOOP 304 EAST,CROCKETT
450584,WILBARGER GENERAL HOSPITAL,920 HILLCREST DR,VERNON
450586,SEYMOUR HOSPITAL,200 STADIUM DRIVE,SEYMOUR
450587,BROWNWOOD REGIONAL MEDICAL CENTER,1501 BURNET DR,BROWNWOOD
450591,ANGLETON-DANBURY MEDICAL CENTER,132 HOSPITAL DR,ANGLETON
450596,LAKE GRANBURY MEDICAL CENTER,1310 PALUXY RD,GRANBURY
450597,CUERO COMMUNITY HOSPITAL,2550 N ESPLANADE,CUERO
450604,HILL COUNTRY MEMORIAL HOSPITAL INC,1020 SOUTH STATE HIGHWAY 16,FREDERICKSBURG
450605,CARE REGIONAL MEDICAL CENTER,1711 W WHEELER AVENUE,ARANSAS PASS
45060F,VA AMARILLO HEALTHCARE SYSTEM,6010 AMARILLO BLVD. WEST,AMARILLO                      
450610,MEMORIAL HERMANN MEMORIAL CITY MEDICAL CENTER,921 GESSNER,HOUSTON
450615,ATLANTA MEMORIAL HOSPITAL,1007 SOUTH WILLIAMS STREET,ATLANTA
450617,CLEAR LAKE REGIONAL MEDICAL CENTER,500 MEDICAL CENTER BLVD,WEBSTER
450620,DIMMIT COUNTY MEMORIAL HOSPITAL,704 HOSPITAL DRIVE,CARRIZO SPRINGS
450630,SPRING BRANCH MEDICAL CENTER,8850 LONG POINT ROAD,HOUSTON
450634,DENTON REGIONAL MEDICAL CENTER,3535 SOUTH I35 EAST,DENTON
450638,HOUSTON NORTHWEST MEDICAL CENTER,710 FM 1960 WEST,HOUSTON
450639,TEXAS HEALTH HARRIS METHODIST HURST-EULESS-BEDFORD,1600 HOSPITAL PARKWAY,BEDFORD
45063F,VA WEST TEXAS HEALTHCARE SYSTEM,300 VETERANS BLVD.,BIG SPRING                    
450641,NOCONA GENERAL HOSPITAL,100 PARK ROAD,NOCONA
450643,DOCTORS HOSPITAL OF LAREDO,10700 MCPHERSON ROAD,LAREDO
450644,WEST HOUSTON MEDICAL CENTER,12141 RICHMOND AVE,HOUSTON
450647,MEDICAL CITY DALLAS HOSPITAL,7777 FOREST LANE,DALLAS
450651,MEDICAL CENTER OF PLANO,3901 W 15TH ST,PLANO
450653,SCENIC MOUNTAIN MEDICAL CENTER,1601 W 11TH PLACE,BIG SPRING
450654,STARR COUNTY MEMORIAL HOSPITAL,128  N FM RD 3167,RIO GRANDE CITY
450656,NACOGDOCHES MEDICAL CENTER,4920 NE STALLINGS DRIVE,NACOGDOCHES
450658,EAST TEXAS MEDICAL CENTER - FAIRFIELD,125 NEWMAN ST,FAIRFIELD
450659,PARK PLAZA HOSPITAL,1313 HERMANN DR,HOUSTON
450661,ODESSA REGIONAL HOSPITAL,520 E 6TH STREET,ODESSA
450662,VALLEY REGIONAL MEDICAL CENTER,100 A ALTON GLOOR,BROWNSVILLE
450668,SIERRA MEDICAL CENTER,1625 MEDICAL CENTER DR,EL PASO
450669,MEDICAL CENTER OF LEWISVILLE,500 WEST MAIN STREET,LEWISVILLE
45066F,DALLAS VA MEDICAL CENTER (VA NORTH TEXAS HEALTHCARE SYSTEM),4500 S. LANCASTER ROAD,DALLAS                        
450670,TOMBALL REGIONAL MEDICAL CENTER,605 HOLDERRIETH,TOMBALL
450672,PLAZA MEDICAL CENTER OF FORT WORTH,900 EIGHTH AVENUE,FORT WORTH
450674,"WOMANS HOSPITAL OF TEXAS,THE",7600 FANNIN,HOUSTON
450675,MEDICAL CENTER OF ARLINGTON,3301 MATLOCK ROAD,ARLINGTON
450677,HUGULEY HEALTH SYSTEM,11801 SOUTH FREEWAY,FORT WORTH
450678,DOCTORS HOSPITAL,9440 POPPY DR,DALLAS
450683,RENAISSANCE HOSPITAL TERRELL,1551 HWY 34 S,TERRELL
450684,MEMORIAL HERMANN NORTHEAST,18951 MEMORIAL NORTH,HUMBLE
450686,UNIVERSITY MEDICAL CENTER,602 INDIANA AVENUE,LUBBOCK
450688,DALLAS REGIONAL MEDICAL CENTER,1011 NORTH GALLOWAY AVENUE,MESQUITE
